PDB,CHAIN,SP_PRIMARY
6qzi,A,O14520
6qzj,A,O14520
6qzl,A,Q96CX2
6qzl,B,Q96CX2
6qzl,C,Q96CX2
6qzl,D,Q96CX2
6qzl,E,Q96CX2
6qzp,LA,P62917
6qzp,LB,P39023
6qzp,LC,P36578
6qzp,LD,P46777
6qzp,LE,Q02878
6qzp,LF,P18124
6qzp,LG,P62424
6qzp,LH,P32969
6qzp,LI,Q96L21
6qzp,LJ,P62913
6qzp,LL,P26373
6qzp,LM,P50914
6qzp,LN,P61313
6qzp,LO,P40429
6qzp,LP,P18621
6qzp,LQ,Q07020
6qzp,LR,P84098
6qzp,LS,Q02543
6qzp,LT,P46778
6qzp,LU,P35268
6qzp,LV,P62829
6qzp,LW,P83731
6qzp,LX,P62750
6qzp,LY,P61254
6qzp,LZ,P61353
6qzp,La,P46776
6qzp,Lb,P47914
6qzp,Lc,P62888
6qzp,Ld,P62899
6qzp,Le,P62910
6qzp,Lf,P18077
6qzp,Lg,P49207
6qzp,Lh,P42766
6qzp,Li,Q9Y3U8
6qzp,Lj,P61927
6qzp,Lk,P63173
6qzp,Ll,P62891
6qzp,Lm,P62987
6qzp,Ln,P62945
6qzp,Lo,P83881
6qzp,Lp,P61513
6qzp,Lr,P46779
6qzp,Lz,P62906
6qzp,SA,P08865
6qzp,SB,P61247
6qzp,SC,P15880
6qzp,SD,P23396
6qzp,SE,P62701
6qzp,SF,P46782
6qzp,SG,P62753
6qzp,SH,P62081
6qzp,SI,P62241
6qzp,SJ,P46781
6qzp,SK,P46783
6qzp,SL,P62280
6qzp,SM,P25398
6qzp,SN,P62277
6qzp,SO,P62263
6qzp,SP,P62841
6qzp,SQ,P62249
6qzp,SR,P08708
6qzp,SS,P62269
6qzp,ST,P39019
6qzp,SU,P60866
6qzp,SV,P63220
6qzp,SW,P62244
6qzp,SX,P62266
6qzp,SY,P62847
6qzp,SZ,P62851
6qzp,Sa,P62854
6qzp,Sb,P42677
6qzp,Sc,P62857
6qzp,Sd,P62273
6qzp,Se,P62861
6qzp,Sf,P62979
6qzp,Sg,P63244
6qzr,A,P31947
6qzr,B,P31947
6qzr,C,P31947
6qzr,D,P31947
6qzr,E,P31947
6qzr,F,P31947
6qzr,G,P31947
6qzr,H,P31947
6qzr,J,Q12778
6qzr,M,Q12778
6qzr,N,Q12778
6qzr,O,Q12778
6qzr,P,Q12778
6qzr,R,Q12778
6qzr,T,Q12778
6qzr,U,Q12778
6qzs,A,P31947
6qzs,B,P31947
6qzs,C,Q12778
6qzs,P,Q12778
6qzv,A,Q86TI2
6qzv,B,Q86TI2
6qzv,C,Q86TI2
6qzv,D,Q86TI2
6qzw,A,Q6V1X1
6qzw,B,Q6V1X1
6qzw,C,Q6V1X1
6r0c,A,P84243
6r0c,B,P62805
6r0c,C,P0C0S8
6r0c,D,P62807
6r0c,E,P84243
6r0c,F,P62805
6r0c,G,P0C0S8
6r0c,H,P62807
6r0e,AAA,P01903
6r0e,BBB,P01911
6r0x,E,O95866
6r0x,F,O95866
6r15,A,O94901
6r16,A,O94901
6r16,B,O94901
6r16,C,O94901
6r16,D,O94901
6r16,E,O94901
6r16,F,O94901
6r16,G,Q8N205
6r16,H,Q8N205
6r16,I,Q8N205
6r16,J,Q8N205
6r16,K,Q8N205
6r16,L,Q8N205
6r17,A,Q6PIF2
6r17,B,Q6PIF2
6r17,C,Q9BXU0
6r17,D,Q9BXU0
6r1u,K,Q8NB78
6r1u,L,Q49A26
6r25,K,Q8NB78
6r25,L,Q49A26
6r2e,A,P04818
6r2e,B,P04818
6r2e,C,P04818
6r2e,D,P04818
6r2e,E,P04818
6r2e,F,P04818
6r2e,G,P04818
6r2e,H,P04818
6r2f,A,Q9BXU0
6r2f,B,Q9BXU0
6r2f,C,Q9BXU0
6r2f,D,Q9BXU0
6r2i,A,O94901
6r2i,B,Q8N6L0
6r2l,A,P04439
6r2l,B,P61769
6r2l,C,Q9BXX3
6r2l,D,K7N5M3
6r2l,D,A0A0B4J277
6r2l,E,A0A584
6r2l,E,K7N5M4
6r2u,A,P25311
6r2u,B,P25311
6r2u,C,P25311
6r2u,D,P25311
6r2u,E,P25311
6r2u,F,P25311
6r2w,H,P08709
6r2w,L,P08709
6r2w,T,P13726
6r2x,A,P10645
6r3d,A,P49759
6r3e,A,Q9UBC3
6r3e,B,Q9UBC3
6r3k,A,Q9NZQ7
6r3k,B,Q9NZQ7
6r3k,C,Q9NZQ7
6r3k,D,Q9NZQ7
6r3p,A,Q14565
6r3p,B,Q14565
6r3p,C,Q14565
6r3p,D,Q14565
6r3s,A,P49336
6r3s,B,P24863
6r3v,A,Q07960
6r3v,B,P61586
6r49,A,O14965
6r4a,A,O14965
6r4b,A,O14965
6r4c,A,O14965
6r4d,A,O14965
6r4e,A,Q06210
6r4e,B,Q06210
6r4f,A,Q06210
6r4f,B,Q06210
6r4g,A,Q06210
6r4g,B,Q06210
6r4h,A,Q06210
6r4h,B,Q06210
6r4i,A,Q06210
6r4i,B,Q06210
6r4j,A,Q06210
6r4j,B,Q06210
6r4s,A,P49642
6r4s,E,P49642
6r4t,A,P49642
6r4t,D,P49642
6r4u,A,P49642
6r4u,E,P49642
6r4v,A,O95749
6r4v,B,O95749
6r4v,C,O95749
6r4v,D,O95749
6r4v,E,O95749
6r4v,F,O95749
6r5d,A,P49642
6r5d,E,P49642
6r5e,A,P49642
6r5e,E,P49642
6r5f,A,Q13546
6r5f,B,Q13546
6r5f,C,Q13546
6r5f,D,Q13546
6r5g,A,Q06124
6r5g,B,Q15116
6r5l,A,P31947
6r5l,P,P04637
6r5q,1,P17861
6r63,A,P14902
6r63,B,P14902
6r65,A,Q9NW15
6r65,B,Q9NW15
6r66,A,P02766
6r66,B,P02766
6r67,A,P02766
6r67,B,P02766
6r68,A,P02766
6r68,B,P02766
6r6e,A,P49759
6r6f,A,P00918
6r6g,1,P17861
6r6h,A,Q13098
6r6h,B,P61201
6r6h,C,Q9UNS2
6r6h,D,Q9BT78
6r6h,E,Q92905
6r6h,F,Q7L5N1
6r6h,G,Q9H9Q2
6r6h,H,Q99627
6r6h,O,Q13617
6r6h,P,Q15370
6r6h,R,P62877
6r6h,V,P40337
6r6i,A,P02766
6r6i,B,P02766
6r6j,A,P00918
6r6p,1,P17861
6r6u,A,A6NK06
6r6u,B,A6NK06
6r6v,A,P06276
6r6w,A,P06276
6r6x,A,P49759
6r6y,A,O43570
6r6y,B,O43570
6r6y,C,O43570
6r6y,D,O43570
6r70,A,P25787
6r70,B,P25789
6r70,C,O14818
6r70,D,P28066
6r70,E,P25786
6r70,F,P25788
6r70,G,P60900
6r70,H,Q99436
6r70,I,P49720
6r70,J,P49721
6r70,K,P28074
6r70,L,P20618
6r70,M,P28070
6r70,N,P28072
6r70,O,P25787
6r70,P,P25789
6r70,Q,O14818
6r70,R,P28066
6r70,S,P25786
6r70,T,P25788
6r70,U,P60900
6r70,V,Q99436
6r70,W,P49720
6r70,X,P49721
6r70,Y,P28074
6r70,Z,P20618
6r70,a,P28070
6r70,b,P28072
6r71,A,O43570
6r71,B,O43570
6r75,A,Q9NPD8
6r7a,A,P51449
6r7a,C,Q15596
6r7d,A,Q16873
6r7d,B,Q16873
6r7d,C,Q16873
6r7d,D,Q16873
6r7d,E,Q16873
6r7d,F,Q16873
6r7d,G,Q16873
6r7d,H,Q16873
6r7d,I,Q16873
6r7d,J,Q16873
6r7d,K,Q16873
6r7d,L,Q16873
6r7f,A,Q13098
6r7f,B,P61201
6r7f,C,Q9UNS2
6r7f,D,Q9BT78
6r7f,E,Q92905
6r7f,F,Q7L5N1
6r7f,G,Q9H9Q2
6r7f,H,Q99627
6r7f,N,Q15843
6r7f,O,Q13617
6r7f,P,Q15370
6r7f,Q,Q15369
6r7f,R,P62877
6r7f,V,P40337
6r7h,A,Q13098
6r7h,B,P61201
6r7h,C,Q9UNS2
6r7h,D,Q9BT78
6r7h,E,Q92905
6r7h,F,Q7L5N1
6r7h,G,Q9H9Q2
6r7h,H,Q99627
6r7h,O,Q13617
6r7h,P,Q15370
6r7h,Q,Q15369
6r7h,R,P62877
6r7i,A,Q13098
6r7i,B,P61201
6r7i,C,Q9UNS2
6r7i,D,Q9BT78
6r7i,E,Q92905
6r7i,F,Q7L5N1
6r7i,G,Q9H9Q2
6r7i,H,Q99627
6r7i,N,Q15843
6r7i,O,Q13617
6r7i,P,Q15370
6r7i,R,P62877
6r7j,A,P51449
6r7j,C,Q15596
6r7k,A,P51449
6r7k,C,Q15596
6r7n,A,Q13098
6r7n,B,P61201
6r7n,C,Q9UNS2
6r7n,D,Q9BT78
6r7n,G,Q9H9Q2
6r7n,H,Q99627
6r7n,O,Q13617
6r7n,P,Q15370
6r7n,Q,Q15369
6r7n,R,P62877
6r7o,A,Q8WVM7
6r7o,B,Q8WVM7
6r7q,1,P17861
6r7s,A,P02768
6r7t,B,P43366
6r7x,A,Q9NW15
6r7x,B,Q9NW15
6r7y,A,Q9NW15
6r7y,B,Q9NW15
6r7z,A,Q9NW15
6r7z,B,Q9NW15
6r80,A,Q9UHB7
6r8f,A,P46736
6r8f,B,Q15018
6r8f,C,P46736
6r8f,D,Q15018
6r8f,E,Q9NXR7
6r8f,G,Q9NXR7
6r8f,K,P34897
6r8f,L,P34897
6r8i,A,Q6IN85
6r8j,A,P49759
6r8l,A,P30405
6r8o,A,P30405
6r8p,A,Q6P988
6r8q,A,Q6P988
6r8r,A,Q6P988
6r8w,A,P30405
6r8x,A,P03951
6r8y,A,P68431
6r8y,B,P62805
6r8y,C,P04908
6r8y,D,P06899
6r8y,E,P68431
6r8y,F,P62805
6r8y,G,P04908
6r8y,H,P06899
6r8y,K,Q16531
6r8y,L,Q92466
6r8z,A,P68431
6r8z,B,P62805
6r8z,C,P04908
6r8z,D,P06899
6r8z,E,P68431
6r8z,F,P62805
6r8z,G,P04908
6r8z,H,P06899
6r8z,K,Q16531
6r8z,L,Q92466
6r90,A,P68431
6r90,B,P62805
6r90,C,P04908
6r90,D,P06899
6r90,E,P68431
6r90,F,P62805
6r90,G,P04908
6r90,H,P06899
6r90,K,Q16531
6r90,L,Q92466
6r91,A,P68431
6r91,B,P62805
6r91,C,P04908
6r91,D,P06899
6r91,E,P68431
6r91,F,P62805
6r91,G,P04908
6r91,H,P06899
6r91,K,Q16531
6r91,L,Q92466
6r92,A,P68431
6r92,B,P62805
6r92,C,P04908
6r92,D,P06899
6r92,E,P68431
6r92,F,P62805
6r92,G,P04908
6r92,H,P06899
6r92,K,Q16531
6r92,L,Q92466
6r93,A,P68431
6r93,B,P62805
6r93,C,P04908
6r93,D,P06899
6r93,E,P68431
6r93,F,P62805
6r93,G,P04908
6r93,H,P06899
6r94,A,P68431
6r94,B,P62805
6r94,C,P04908
6r94,D,P06899
6r94,E,P68431
6r94,F,P62805
6r94,G,P04908
6r94,H,P06899
6r9h,A,O00560
6r9h,B,O00560
6r9h,C,O00560
6r9h,D,O00560
6r9s,A,P30405
6r9t,A,Q9Y490
6r9u,A,P30405
6r9x,A,P30405
6ra1,A,P30405
6ra4,A,Q9UKV8
6ra4,B,Q9UKV8
6ra5,A,Q9UKE5
6ra5,B,Q9UKE5
6ra7,A,Q9UKE5
6raa,A,P49759
6rav,AAA,P00751
6rav,BBB,P00751
6rb1,A,P68400
6rb4,A,P49642
6rbc,A,Q04609
6rbi,A,Q9UGL1
6rbj,A,Q7LBC6
6rbj,B,Q7LBC6
6rcb,A,P68400
6rcf,A,Q8N8S7
6rcg,A,P48730
6rch,A,P48730
6rch,B,P48730
6rci,A,Q9Y3B8
6rci,B,Q9Y3B8
6rcj,A,Q8N8S7
6rcl,A,Q9Y3B8
6rcl,B,Q9Y3B8
6rcm,A,P68400
6rcn,A,Q9Y3B8
6rcn,B,Q9Y3B8
6rct,A,P49761
6rct,B,P49761
6rcw,A,Q08499
6rcw,B,Q08499
6rcw,C,Q08499
6rcw,D,Q08499
6rcy,A,Q02790
6rd0,A,P39900
6rd2,A,Q8N8S7
6rd2,B,Q8N8S7
6rev,N,O43602
6rey,A,P60900
6rey,B,P25787
6rey,C,P25789
6rey,D,O14818
6rey,E,P28066
6rey,F,P25786
6rey,G,P25788
6rey,H,P28072
6rey,I,Q99436
6rey,J,P49720
6rey,K,P49721
6rey,L,P28074
6rey,M,P20618
6rey,N,P28070
6rey,O,P60900
6rey,P,P25787
6rey,Q,P25789
6rey,R,O14818
6rey,S,P28066
6rey,T,P25786
6rey,U,P25788
6rey,V,P28072
6rey,W,Q99436
6rey,X,P49720
6rey,Y,P49721
6rey,Z,P28074
6rey,a,P20618
6rey,b,P28070
6rey,c,Q14997
6rey,d,Q14997
6rf2,C,O43602
6rf8,N,O43602
6rfd,N,O43602
6rfe,A,P68400
6rff,A,P68400
6rfh,A,P00918
6rfi,A,Q9NWZ3
6rfi,B,Q9NWZ3
6rfj,A,Q9NWZ3
6rfj,B,Q9NWZ3
6rfk,E,P00740
6rfk,S,P00740
6rfo,A,Q16539
6rg3,A,P00918
6rg4,A,P00918
6rg5,A,P00918
6rgq,A,P60900
6rgq,B,P25787
6rgq,C,P25789
6rgq,D,O14818
6rgq,E,P28066
6rgq,F,P25786
6rgq,G,P25788
6rgq,H,P28072
6rgq,I,Q99436
6rgq,J,P49720
6rgq,K,P49721
6rgq,L,P28074
6rgq,M,P20618
6rgq,N,P28070
6rgq,O,P60900
6rgq,P,P25787
6rgq,Q,P25789
6rgq,R,O14818
6rgq,S,P28066
6rgq,T,P25786
6rgq,U,P25788
6rgq,V,P28072
6rgq,W,Q99436
6rgq,X,P49720
6rgq,Y,P49721
6rgq,Z,P28074
6rgq,a,P20618
6rgq,b,P28070
6rh4,A,P00918
6rh5,A,Q8NC96
6rh6,A,Q8NC96
6rhc,A,P31947
6rhc,P,Q9GZV5
6rhj,A,P00918
6rhk,A,P00918
6rhl,A,P17931
6rhm,A,P17931
6rhw,C,P11215
6rhy,A,P05067
6rhy,B,P05067
6rhy,C,P05067
6rhy,D,P05067
6rig,A,P00918
6rih,A,O43175
6rih,B,O43175
6rij,A,P24941
6rij,B,P20248
6rij,C,P24941
6rij,D,P20248
6rir,A,P61006
6rir,B,P61006
6rir,C,Q969X0
6rir,D,Q969X0
6rit,A,P00918
6rj2,A,O43175
6rj2,B,O43175
6rj3,A,O43175
6rj3,B,O43175
6rj5,A,O43175
6rj5,B,O43175
6rj6,A,O43175
6rj6,B,O43175
6rjb,A,P29401
6rjb,B,P29401
6rjj,A,P00918
6rjl,A,P31947
6rjl,P,Q9GZV5
6rjp,A,Q16548
6rjp,B,Q16548
6rjp,C,O43521
6rjp,D,O43521
6rjq,A,P31947
6rjq,P,Q9GZV5
6rjz,A,P31947
6rjz,P,P04637
6rk8,A,P31947
6rk8,P,P04637
6rk9,A,Q12797
6rk9,B,P00742
6rkb,A,P27338
6rkb,B,P27338
6rkf,A,Q99489
6rkf,B,Q99489
6rkf,C,Q99489
6rkf,D,Q99489
6rkf,E,Q99489
6rkf,F,Q99489
6rki,A,P31947
6rki,P,P04637
6rkk,A,P31947
6rkk,P,P04637
6rkm,A,P31947
6rkm,P,P04637
6rkn,A,P00918
6rkp,A,P27338
6rkp,B,P27338
6rl3,A,P31947
6rl3,P,P04637
6rl4,A,P31947
6rl4,P,P04637
6rl6,A,P31947
6rl6,P,P04637
6rl9,A,P00918
6rla,A,E5BBQ0
6rla,B,E5BBQ0
6rlb,A,E5BBQ0
6rlb,B,E5BBQ0
6rlb,C,Q8WVS4
6rlb,D,Q96EX3
6rlb,E,Q8TCX1
6rlb,F,Q8TCX1
6rlb,G,Q9NP97
6rlb,H,Q9NP97
6rlb,I,P63167
6rlb,J,P63167
6rlb,K,P63167
6rlb,L,P63167
6rlb,M,P63167
6rlb,N,P63167
6rlc,A,O00560
6rlc,B,O00560
6rlc,C,O00560
6rlc,D,O00560
6rle,A,P27338
6rle,B,P27338
6rll,A,O14744
6rll,B,Q9BQA1
6rln,A,Q13546
6rln,B,Q13546
6rlo,I,P21926
6rlo,J,P21926
6rlo,K,P21926
6rlo,L,P21926
6rlq,A,O14744
6rlq,B,Q9BQA1
6rlr,A,P21926
6rlr,B,P21926
6rlr,C,P21926
6rlr,D,P21926
6rlw,AAA,O15527
6rlw,BBB,O15527
6rlw,CCC,O15527
6rlw,DDD,O15527
6rlw,EEE,O15527
6rlx,A,P04090
6rlx,B,P04090
6rlx,C,P04090
6rlx,D,P04090
6rly,A,P39900
6rlz,A,P63104
6rlz,B,P63104
6rm1,A,P00918
6rm5,A,P31947
6rm5,P,P04637
6rm7,A,P31947
6rm7,P,P04637
6rmg,A,Q13635
6rmg,B,Q15465
6rmj,A,P01375
6rmj,B,P01375
6rmj,C,P01375
6rml,A,Q92547
6rml,B,Q92547
6rml,C,Q12888
6rmm,A,Q92547
6rmm,B,Q92547
6rmm,C,Q92547
6rmm,D,Q92547
6rmm,P,Q12888
6rmm,R,Q12888
6rmp,A,P00918
6rmt,A,P01024
6rmt,B,P01024
6rmu,A,P01024
6rmu,B,P01024
6rmx,A,P00918
6rmy,A,P00918
6rn6,A,P53634
6rn6,B,P53634
6rn6,C,P53634
6rn6,D,P53634
6rn6,E,P53634
6rn6,F,P53634
6rn7,A,P53634
6rn7,B,P53634
6rn7,C,P53634
6rn8,A,O43353
6rn8,B,O43353
6rn9,A,P53634
6rn9,B,P53634
6rn9,C,P53634
6rna,A,O43353
6rna,B,O43353
6rne,A,P53634
6rne,B,P53634
6rne,C,P53634
6rni,A,P53634
6rni,B,P53634
6rni,C,P53634
6rnp,A,P00918
6rnq,A,Q8TEQ6
6rnq,B,Q8TEQ6
6rns,A,Q8TEQ6
6rns,B,Q8TEQ6
6rnu,A,Q07817
6rnu,B,Q07817
6rny,A,P84243
6rny,B,P62805
6rny,C,P0C0S8
6rny,D,P62807
6rny,E,P84243
6rny,F,P62805
6rny,G,P0C0S8
6rny,H,P62807
6ro1,A,P42285
6ro1,B,O15381
6ro4,A,P19447
6ro4,B,P18074
6ro4,C,Q92759
6ro4,D,Q13888
6ro4,E,Q13889
6ro4,F,Q6ZYL4
6ro4,G,P23025
6roa,A,P01034
6roa,B,P01034
6rob,A,P00918
6rod,A,P01009
6roe,A,P00918
6rof,A,P00918
6rog,A,Q14145
6rog,X,Q14145
6rol,A,Q9Y6M1
6rol,B,Q9Y6M1
6rol,C,Q9Y6M1
6rol,D,Q9Y6M1
6rot,H,P00734
6rot,L,P00734
6roy,A,Q06124
6roy,B,Q06124
6roy,C,Q15116
6roy,D,Q15116
6roz,A,Q06124
6roz,B,Q15116
6roz,C,Q06124
6roz,D,Q15116
6rp6,A,P31947
6rp6,P,Q9GZV5
6rp8,C,P16410
6rp8,c,P16410
6rp9,A,P04439
6rp9,B,P61769
6rp9,C,P78358
6rp9,F,P04439
6rp9,G,P61769
6rp9,H,P78358
6rpa,A,P04439
6rpa,B,P61769
6rpa,C,P78358
6rpb,A,P04439
6rpb,B,P61769
6rpb,C,P78358
6rpb,F,P04439
6rpb,G,P61769
6rpb,H,P78358
6rpb,K,P04439
6rpb,L,P61769
6rpb,M,P78358
6rpb,P,P04439
6rpb,Q,P61769
6rpb,R,P78358
6rpg,A,Q9NZQ7
6rpg,B,Q9NZQ7
6rpj,A,P16410
6rpj,C,P16410
6rpj,E,P16410
6rpj,G,P16410
6rpr,B,P02545
6rpr,D,O75531
6rpr,E,O75531
6rpr,G,P50402
6rps,A,O43570
6rps,B,O43570
6rpt,A,P01031
6rpt,C,P01031
6rpt,E,P01031
6rpv,A,P01034
6rq4,A,P28482
6rq7,B,P43652
6rqi,A,P00918
6rqj,A,P01031
6rqj,B,P01031
6rqm,A,P16410
6rqn,A,Q16790
6rqq,A,Q16790
6rqq,C,Q16790
6rqr,A,O14745
6rqr,B,O14745
6rqu,A,Q16790
6rqw,A,Q16790
6rqx,A,Q9NZ08
6rr9,A,Q08AF3
6rrc,A,Q8WVM7
6rrc,B,O60216
6rrc,C,Q8WVM7
6rrc,D,O60216
6rrg,A,P00918
6rri,A,P00918
6rrk,A,Q8WVM7
6rrk,B,Q8WVM7
6rrk,C,O60216
6rrk,D,O60216
6rs2,A,Q6P4Q7
6rs2,B,Q6P4Q7
6rs2,C,Q6P4Q7
6rs2,D,Q6P4Q7
6rs5,A,P00918
6rsb,A,P23458
6rsb,B,P23458
6rsc,A,P23458
6rsc,B,P23458
6rsd,A,P23458
6rsd,B,P23458
6rse,A,P23458
6rse,B,P23458
6rsh,A,P23458
6rsh,B,P23458
6rsr,A,Q9UHD2
6rss,A,O00308
6rst,A,Q9UHD2
6rsu,A,Q9UHD2
6rsy,A,P04439
6rsy,B,P61769
6rsy,C,P19544
6rsy,F,P04439
6rsy,G,P61769
6rsy,H,P19544
6rsz,A,P00918
6rt0,A,P37840
6rt0,B,P37840
6rt0,C,P37840
6rt0,D,P37840
6rt0,E,P37840
6rt0,F,P37840
6rt0,G,P37840
6rt0,H,P37840
6rt0,I,P37840
6rt0,J,P37840
6rt4,A,Q96MU7
6rt4,B,Q96MU7
6rt5,B,Q96MU7
6rt5,C,Q96MU7
6rt6,B,Q96MU7
6rt6,C,Q96MU7
6rt7,B,Q96MU7
6rt7,C,Q96MU7
6rtb,A,P37840
6rtb,B,P37840
6rtb,C,P37840
6rtb,D,P37840
6rtb,E,P37840
6rtb,F,P37840
6rtb,G,P37840
6rtb,H,P37840
6rtb,I,P37840
6rtb,J,P37840
6rti,A,Q04609
6rtw,A,Q13635
6rtx,A,Q13635
6rty,A,Q13635
6ru5,A,P01024
6ru5,B,P01024
6ru6,A,P48730
6ru6,B,P48730
6ru6,C,Q9H3D4
6ru7,A,P48730
6ru7,B,P48730
6ru7,C,Q9H3D4
6ru7,D,Q9H3D4
6ru8,A,P48730
6ru8,B,P48730
6ru8,C,P48730
6ru8,D,P48730
6ru8,E,Q9H3D4
6ru8,F,Q9H3D4
6ru8,G,Q9H3D4
6ru8,H,Q9H3D4
6rua,A,P06276
6rua,B,P06276
6ruj,A,Q9NWT6
6rup,A,Q04837
6rup,B,Q04837
6rur,A,P01024
6rur,B,P01024
6rur,G,P01024
6rur,H,P01024
6rur,J,P00751
6rur,L,P00751
6rur,U,P27918
6rur,V,P27918
6rur,X,P27918
6rur,Y,P27918
6rus,A,P27918
6rus,B,P27918
6ruu,A,Q9Y616
6ruu,B,Q9Y616
6ruu,C,Q9Y616
6ruv,A,P01024
6ruv,B,P01024
6ruv,G,P01024
6ruv,H,P01024
6ruv,J,P00751
6ruv,L,P00751
6ruv,U,P27918
6ruv,V,P27918
6ruv,X,P27918
6ruv,Y,P27918
6rv0,A,P21549
6rv1,A,P21549
6rv2,A,O14649
6rv2,B,O14649
6rv2,C,O14649
6rv2,D,O14649
6rv3,A,O14649
6rv3,B,O14649
6rv3,C,O14649
6rv3,D,O14649
6rv4,A,O14649
6rv4,B,O14649
6rv4,C,O14649
6rv4,D,O14649
6rv6,A,P27918
6rv6,B,P27918
6rva,X,P05019
6rvc,A,Q13635
6rvc,B,Q13635
6rvc,C,Q13635
6rvd,A,Q13635
6rvd,B,Q13635
6rvd,C,Q15465
6rvf,A,P00918
6rvk,A,P00918
6rvl,A,P00918
6rvx,A,Q15758
6rvx,B,Q15758
6rvx,C,Q15758
6rvy,A,Q15758
6rvy,B,Q15758
6rvy,C,Q15758
6rvz,A,Q5VTE6
6rw0,A,Q5VTE6
6rw1,A,P00918
6rw2,A,P29317
6rw4,0,P82930
6rw4,1,P82673
6rw4,2,Q96BP2
6rw4,3,Q9NWT8
6rw4,4,Q96EY7
6rw4,8,Q9H2K0
6rw4,B,Q9Y399
6rw4,C,Q96EL2
6rw4,D,P82675
6rw4,E,P82932
6rw4,F,Q9Y2R9
6rw4,G,P82933
6rw4,H,P82664
6rw4,I,P82912
6rw4,J,O15235
6rw4,K,O60783
6rw4,L,P82914
6rw4,M,Q9Y3D3
6rw4,N,Q9Y2R5
6rw4,O,Q9Y676
6rw4,P,Q9Y3D5
6rw4,Q,P82921
6rw4,R,P82650
6rw4,S,Q9Y3D9
6rw4,T,P82663
6rw4,U,Q9BYN8
6rw4,V,Q92552
6rw4,W,Q9Y2Q9
6rw4,X,P51398
6rw4,Y,Q92665
6rw4,Z,Q9Y291
6rw5,0,P82930
6rw5,1,P82673
6rw5,2,Q96BP2
6rw5,3,Q9NWT8
6rw5,4,Q96EY7
6rw5,7,P46199
6rw5,8,Q9H2K0
6rw5,B,Q9Y399
6rw5,C,Q96EL2
6rw5,D,P82675
6rw5,E,P82932
6rw5,F,Q9Y2R9
6rw5,G,P82933
6rw5,H,P82664
6rw5,I,P82912
6rw5,J,O15235
6rw5,K,O60783
6rw5,L,P82914
6rw5,M,Q9Y3D3
6rw5,N,Q9Y2R5
6rw5,O,Q9Y676
6rw5,P,Q9Y3D5
6rw5,Q,P82921
6rw5,R,P82650
6rw5,S,Q9Y3D9
6rw5,T,P82663
6rw5,U,Q9BYN8
6rw5,V,Q92552
6rw5,W,Q9Y2Q9
6rw5,X,P51398
6rw5,Y,Q92665
6rw5,Z,Q9Y291
6rwh,A,P31947
6rwh,P,P04637
6rwi,A,P31947
6rwi,P,P04637
6rwj,A,O60885
6rws,A,P31947
6rws,P,P04637
6rwu,A,P31947
6rwu,P,P04637
6rx1,A,Q9UQF0
6rx2,A,P31947
6rx2,P,P04637
6rx3,A,P60508
6rx3,B,P60508
6rx3,C,P60508
6rxs,B,P62805
6ry4,A,Q460N3
6ry4,B,Q460N3
6rya,B,P0CG48
6rya,D,P0CG48
6rya,F,P0CG48
6ryf,A,Q9NZ08
6ryr,W,Q14839
6ryu,V,Q14839
6ryu,W,Q14839
6rz3,A,P04637
6rz3,B,Q8WUF5
6rz4,A,Q9Y271
6rz5,A,Q9Y271
6rz5,B,Q9Y271
6rz6,A,Q9NS75
6rz7,A,Q9NS75
6rz8,A,Q9NS75
6rz9,A,Q9NS75
6rzf,A,P17931
6rzg,A,P17931
6rzh,A,P17931
6rzi,A,P17931
6rzj,A,P17931
6rzk,A,P17931
6rzl,A,P17931
6rzm,A,P17931
6rzx,A,P00918
6s01,K,O75475
6s03,A,P00918
6s08,A,P27918
6s08,B,P27918
6s0a,A,P27918
6s0a,B,P27918
6s0b,A,P27918
6s0b,B,P27918
6s0b,C,P01024
6s0l,A,P29274
6s0q,A,P29274
6s11,A,Q13627
6s11,B,Q13627
6s14,A,Q13627
6s17,A,Q13627
6s1b,A,Q13627
6s1f,A,O43353
6s1f,B,O43353
6s1f,C,O43353
6s1f,D,O43353
6s1h,A,Q13627
6s1i,A,Q13627
6s1i,B,Q13627
6s1i,C,Q13627
6s1i,D,Q13627
6s1j,A,Q13627
6s1m,A,P28340
6s1m,B,P49005
6s1m,C,Q15054
6s1m,D,Q9HCU8
6s1m,E,P12004
6s1m,F,P12004
6s1m,G,P12004
6s1n,A,P28340
6s1n,B,P49005
6s1n,C,Q15054
6s1n,D,Q9HCU8
6s1n,E,P12004
6s1n,F,P12004
6s1n,G,P12004
6s1o,A,P28340
6s1o,B,P49005
6s1o,C,Q15054
6s1o,D,Q9HCU8
6s1o,E,P12004
6s1o,F,P12004
6s1o,G,P12004
6s1x,A,Q04609
6s22,F,Q9GZV9
6s25,A,O60885
6s26,A,Q86WV6
6s26,B,Q86WV6
6s27,A,Q86WV6
6s2k,A,O00255
6s2k,B,O00255
6s2m,A,P02689
6s2s,A,P02689
6s34,A,P01308
6s34,B,P01308
6s35,A,O60341
6s35,B,Q9UKL0
6s39,A,P31947
6s39,P,P04637
6s3c,A,P31947
6s3c,P,P04637
6s3q,A,P43005
6s3q,B,P43005
6s3q,C,P43005
6s40,A,P31947
6s40,P,P04637
6s41,A,O75469
6s41,B,O75469
6s4a,A,P13995
6s4a,B,P13995
6s4b,A,O60885
6s4e,A,P13995
